common_name,season,environment_factor,selected_month,month_name,correlation,absolute_correlation,n_years
Cinereous Vulture,Winter,temperature,12.0,December,0.34209724490165583,0.34209724490165583,9
Cinereous Vulture,Winter,humidity,1.0,January,-0.35499143781093123,0.35499143781093123,9
Cinereous Vulture,Winter,prcp,1.0,January,0.40896496533661325,0.40896496533661325,9
Coal Tit,Winter,temperature,12.0,December,0.2793281535869188,0.2793281535869188,6
Coal Tit,Winter,humidity,12.0,December,0.6993916975396605,0.6993916975396605,6
Coal Tit,Winter,prcp,12.0,December,0.8197208454584461,0.8197208454584461,6
Collared Crow,Winter,temperature,,,,,0
Collared Crow,Winter,humidity,,,,,0
Collared Crow,Winter,prcp,,,,,0
Collared Finchbill,Winter,temperature,1.0,January,-0.5733299317587461,0.5733299317587461,5
Collared Finchbill,Winter,humidity,1.0,January,-0.5453519679467381,0.5453519679467381,5
Collared Finchbill,Winter,prcp,12.0,December,-0.783673568924361,0.783673568924361,5
Common Chaffinch,Winter,temperature,12.0,December,-0.4247554374868596,0.4247554374868596,7
Common Chaffinch,Winter,humidity,12.0,December,0.4180164731997888,0.4180164731997888,7
Common Chaffinch,Winter,prcp,12.0,December,0.3124222096069589,0.3124222096069589,7
Common Chiffchaff,Winter,temperature,,,,,0
Common Chiffchaff,Winter,humidity,,,,,0
Common Chiffchaff,Winter,prcp,,,,,0
Common Crane,Winter,temperature,12.0,December,0.6483693933227891,0.6483693933227891,9
Common Crane,Winter,humidity,2.0,February,-0.3871351913426495,0.3871351913426495,9
Common Crane,Winter,prcp,12.0,December,-0.1927534096914082,0.1927534096914082,9
Common Goldeneye,Winter,temperature,2.0,February,0.5339915456375667,0.5339915456375667,9
Common Goldeneye,Winter,humidity,12.0,December,0.3783697518431753,0.3783697518431753,9
Common Goldeneye,Winter,prcp,2.0,February,0.38735670434032354,0.38735670434032354,9
Common Merganser,Winter,temperature,1.0,January,-0.6888083758090248,0.6888083758090248,9
Common Merganser,Winter,humidity,2.0,February,0.29718443738080225,0.29718443738080225,9
Common Merganser,Winter,prcp,2.0,February,0.6607616072222864,0.6607616072222864,9
Common Pochard,Winter,temperature,2.0,February,-0.27507848422774916,0.27507848422774916,9
Common Pochard,Winter,humidity,1.0,January,-0.5551436302434338,0.5551436302434338,9
Common Pochard,Winter,prcp,1.0,January,-0.6460846916079404,0.6460846916079404,9
Crested Kingfisher,Winter,temperature,2.0,February,0.518981497124737,0.518981497124737,9
Crested Kingfisher,Winter,humidity,12.0,December,-0.49433938933937627,0.49433938933937627,9
Crested Kingfisher,Winter,prcp,2.0,February,0.546061979670983,0.546061979670983,9
Dalmatian Pelican,Winter,temperature,,,,,0
Dalmatian Pelican,Winter,humidity,,,,,0
Dalmatian Pelican,Winter,prcp,,,,,0
Domestic goose sp. (Domestic type),Winter,temperature,,,,,0
Domestic goose sp. (Domestic type),Winter,humidity,,,,,0
Domestic goose sp. (Domestic type),Winter,prcp,,,,,0
Dusky Thrush,Winter,temperature,1.0,January,-0.5111549008192373,0.5111549008192373,9
Dusky Thrush,Winter,humidity,1.0,January,-0.28642610423770587,0.28642610423770587,9
Dusky Thrush,Winter,prcp,2.0,February,-0.32093105571721087,0.32093105571721087,9
Dusky x Naumann's Thrush (hybrid),Winter,temperature,2.0,February,0.47769065462316135,0.47769065462316135,5
Dusky x Naumann's Thrush (hybrid),Winter,humidity,2.0,February,0.5471786496556678,0.5471786496556678,5
Dusky x Naumann's Thrush (hybrid),Winter,prcp,2.0,February,0.31191898662185746,0.31191898662185746,5
Dusky/Naumann's Thrush,Winter,temperature,2.0,February,0.7947863719647307,0.7947863719647307,8
Dusky/Naumann's Thrush,Winter,humidity,2.0,February,0.8468951767343669,0.8468951767343669,8
Dusky/Naumann's Thrush,Winter,prcp,2.0,February,0.8998388678038342,0.8998388678038342,8
Eastern Spot-billed Duck x Mallard (hybrid),Winter,temperature,2.0,February,-0.16331347602071955,0.16331347602071955,5
Eastern Spot-billed Duck x Mallard (hybrid),Winter,humidity,2.0,February,-0.7281605453745452,0.7281605453745452,5
Eastern Spot-billed Duck x Mallard (hybrid),Winter,prcp,2.0,February,-0.6891520362723482,0.6891520362723482,5
Eurasian Bittern,Winter,temperature,12.0,December,-0.7160000368862677,0.7160000368862677,9
Eurasian Bittern,Winter,humidity,12.0,December,-0.8648039310056381,0.8648039310056381,9
Eurasian Bittern,Winter,prcp,12.0,December,-0.40059911813952015,0.40059911813952015,9
Eurasian Bullfinch,Winter,temperature,,,,,0
Eurasian Bullfinch,Winter,humidity,,,,,0
Eurasian Bullfinch,Winter,prcp,,,,,0
Eurasian Eagle-Owl,Winter,temperature,2.0,February,0.9009999283509966,0.9009999283509966,5
Eurasian Eagle-Owl,Winter,humidity,2.0,February,0.7315960344376388,0.7315960344376388,5
Eurasian Eagle-Owl,Winter,prcp,2.0,February,0.9285433145047594,0.9285433145047594,5
Eurasian Siskin,Winter,temperature,2.0,February,0.8153598542417038,0.8153598542417038,7
Eurasian Siskin,Winter,humidity,12.0,December,0.7369209764540637,0.7369209764540637,8
Eurasian Siskin,Winter,prcp,2.0,February,0.8301104018457364,0.8301104018457364,7
Eurasian Treecreeper,Winter,temperature,,,,,0
Eurasian Treecreeper,Winter,humidity,,,,,0
Eurasian Treecreeper,Winter,prcp,,,,,0
Eurasian Wren,Winter,temperature,2.0,February,-0.2149376812863763,0.2149376812863763,9
Eurasian Wren,Winter,humidity,1.0,January,-0.4505166767783558,0.4505166767783558,9
Eurasian Wren,Winter,prcp,1.0,January,0.25820010154154843,0.25820010154154843,9
European Robin,Winter,temperature,,,,,0
European Robin,Winter,humidity,,,,,0
European Robin,Winter,prcp,,,,,0
Falcated Duck,Winter,temperature,12.0,December,-0.1671392063418008,0.1671392063418008,9
Falcated Duck,Winter,humidity,12.0,December,-0.3301343946209056,0.3301343946209056,9
Falcated Duck,Winter,prcp,2.0,February,0.6923574487221993,0.6923574487221993,9
Ferruginous Duck/Baer's Pochard,Winter,temperature,,,,,0
Ferruginous Duck/Baer's Pochard,Winter,humidity,,,,,0
Ferruginous Duck/Baer's Pochard,Winter,prcp,,,,,0
Fieldfare,Winter,temperature,,,,,0
Fieldfare,Winter,humidity,,,,,0
Fieldfare,Winter,prcp,,,,,0
Goldcrest,Winter,temperature,2.0,February,0.43639328420875767,0.43639328420875767,8
Goldcrest,Winter,humidity,1.0,January,0.7140576106112612,0.7140576106112612,7
Goldcrest,Winter,prcp,12.0,December,0.5497829432221484,0.5497829432221484,9
Golden Eagle,Winter,temperature,2.0,February,0.09956129442446728,0.09956129442446728,6
Golden Eagle,Winter,humidity,12.0,December,-0.46779025423834064,0.46779025423834064,6
Golden Eagle,Winter,prcp,12.0,December,-0.5802004177768267,0.5802004177768267,6
Gray-backed Thrush,Winter,temperature,,,,,0
Gray-backed Thrush,Winter,humidity,,,,,0
Gray-backed Thrush,Winter,prcp,,,,,0
Great Bustard,Winter,temperature,12.0,December,-0.7265848360434634,0.7265848360434634,5
Great Bustard,Winter,humidity,12.0,December,0.1859157942533846,0.1859157942533846,5
Great Bustard,Winter,prcp,12.0,December,0.38132421483400347,0.38132421483400347,5
Hawfinch,Winter,temperature,12.0,December,-0.35794104136843896,0.35794104136843896,9
Hawfinch,Winter,humidity,12.0,December,0.33002751061856844,0.33002751061856844,9
Hawfinch,Winter,prcp,12.0,December,0.7481470075570956,0.7481470075570956,9
Hooded Crane,Winter,temperature,12.0,December,0.7430950419114897,0.7430950419114897,5
Hooded Crane,Winter,humidity,12.0,December,0.1610821242267653,0.1610821242267653,5
Hooded Crane,Winter,prcp,12.0,December,-0.24340047602152878,0.24340047602152878,5
Horned Lark,Winter,temperature,,,,,0
Horned Lark,Winter,humidity,,,,,0
Horned Lark,Winter,prcp,,,,,0
Ibisbill,Winter,temperature,,,,,0
Ibisbill,Winter,humidity,,,,,0
Ibisbill,Winter,prcp,,,,,0
Japanese Grosbeak,Winter,temperature,,,,,0
Japanese Grosbeak,Winter,humidity,,,,,0
Japanese Grosbeak,Winter,prcp,,,,,0
Japanese Thrush,Winter,temperature,,,,,0
Japanese Thrush,Winter,humidity,,,,,0
Japanese Thrush,Winter,prcp,,,,,0
Japanese Waxwing,Winter,temperature,1.0,January,-0.09820396259051233,0.09820396259051233,7
Japanese Waxwing,Winter,humidity,1.0,January,-0.27189327739870545,0.27189327739870545,7
Japanese Waxwing,Winter,prcp,1.0,January,-0.37869515922340247,0.37869515922340247,7
Lapland Longspur,Winter,temperature,2.0,February,0.686046185122162,0.686046185122162,6
Lapland Longspur,Winter,humidity,2.0,February,0.6002768832658457,0.6002768832658457,6
Lapland Longspur,Winter,prcp,2.0,February,0.8304924183622309,0.8304924183622309,6
Little Owl,Winter,temperature,2.0,February,-0.709135314306085,0.709135314306085,8
Little Owl,Winter,humidity,1.0,January,-0.7297348897809193,0.7297348897809193,6
Little Owl,Winter,prcp,1.0,January,-0.37843382343453535,0.37843382343453535,6
Long-tailed Duck,Winter,temperature,12.0,December,-0.22524196854356496,0.22524196854356496,5
Long-tailed Duck,Winter,humidity,12.0,December,0.38981604799734715,0.38981604799734715,5
Long-tailed Duck,Winter,prcp,12.0,December,-0.02337239612570309,0.02337239612570309,5
Long-tailed Rosefinch,Winter,temperature,1.0,January,-0.18967372205160252,0.18967372205160252,9
Long-tailed Rosefinch,Winter,humidity,12.0,December,0.13768354584876638,0.13768354584876638,9
Long-tailed Rosefinch,Winter,prcp,2.0,February,-0.368441977409863,0.368441977409863,7
Long-tailed Shrike,Winter,temperature,12.0,December,-0.4193441060158594,0.4193441060158594,9
Long-tailed Shrike,Winter,humidity,1.0,January,0.5961296105953116,0.5961296105953116,8
Long-tailed Shrike,Winter,prcp,1.0,January,0.5703286521171484,0.5703286521171484,8
Long-tailed Tit,Winter,temperature,,,,,0
Long-tailed Tit,Winter,humidity,,,,,0
Long-tailed Tit,Winter,prcp,,,,,0
Marsh/Willow Tit,Winter,temperature,,,,,0
Marsh/Willow Tit,Winter,humidity,,,,,0
Marsh/Willow Tit,Winter,prcp,,,,,0
Masked Laughingthrush,Winter,temperature,,,,,0
Masked Laughingthrush,Winter,humidity,,,,,0
Masked Laughingthrush,Winter,prcp,,,,,0
Meadow Pipit,Winter,temperature,,,,,0
Meadow Pipit,Winter,humidity,,,,,0
Meadow Pipit,Winter,prcp,,,,,0
Muscovy Duck,Winter,temperature,,,,,0
Muscovy Duck,Winter,humidity,,,,,0
Muscovy Duck,Winter,prcp,,,,,0
Mute Swan,Winter,temperature,2.0,February,0.6626850292783378,0.6626850292783378,5
Mute Swan,Winter,humidity,2.0,February,0.6355794743850965,0.6355794743850965,5
Mute Swan,Winter,prcp,2.0,February,0.7903540387627396,0.7903540387627396,5
Naumann's Thrush,Winter,temperature,1.0,January,-0.6080986704506275,0.6080986704506275,9
Naumann's Thrush,Winter,humidity,12.0,December,0.39258041486313877,0.39258041486313877,9
Naumann's Thrush,Winter,prcp,12.0,December,0.2989191923389112,0.2989191923389112,9
Pale Thrush,Winter,temperature,12.0,December,-0.18832023692708494,0.18832023692708494,5
Pale Thrush,Winter,humidity,12.0,December,-0.6132070073813921,0.6132070073813921,5
Pale Thrush,Winter,prcp,12.0,December,-0.010118523859789865,0.010118523859789865,5
Pallas's Rosefinch,Winter,temperature,1.0,January,-0.5517747507305109,0.5517747507305109,9
Pallas's Rosefinch,Winter,humidity,12.0,December,0.2842691627098314,0.2842691627098314,9
Pallas's Rosefinch,Winter,prcp,1.0,January,0.4603800569155929,0.4603800569155929,9
Pied Kingfisher,Winter,temperature,,,,,0
Pied Kingfisher,Winter,humidity,,,,,0
Pied Kingfisher,Winter,prcp,,,,,0
Pine Bunting,Winter,temperature,2.0,February,0.19659036053200327,0.19659036053200327,9
Pine Bunting,Winter,humidity,1.0,January,0.34506817732500694,0.34506817732500694,9
Pine Bunting,Winter,prcp,2.0,February,0.5525515762930984,0.5525515762930984,9
Plumbeous Redstart,Winter,temperature,1.0,January,0.38343452774291753,0.38343452774291753,8
Plumbeous Redstart,Winter,humidity,1.0,January,-0.7662196089975465,0.7662196089975465,8
Plumbeous Redstart,Winter,prcp,2.0,February,-0.3605628636066778,0.3605628636066778,8
Red Crossbill,Winter,temperature,1.0,January,-0.5763356995264091,0.5763356995264091,5
Red Crossbill,Winter,humidity,1.0,January,0.02736052105290882,0.02736052105290882,5
Red Crossbill,Winter,prcp,1.0,January,-0.5664707591949444,0.5664707591949444,5
Red-billed Chough,Winter,temperature,1.0,January,-0.26555146786010764,0.26555146786010764,9
Red-billed Chough,Winter,humidity,1.0,January,-0.4306139863325677,0.4306139863325677,9
Red-billed Chough,Winter,prcp,1.0,January,0.5708162499297952,0.5708162499297952,9
Red-billed Leiothrix,Winter,temperature,,,,,0
Red-billed Leiothrix,Winter,humidity,,,,,0
Red-billed Leiothrix,Winter,prcp,,,,,0
Red-breasted Flycatcher,Winter,temperature,,,,,0
Red-breasted Flycatcher,Winter,humidity,,,,,0
Red-breasted Flycatcher,Winter,prcp,,,,,0
Red-flanked Bluetail,Winter,temperature,1.0,January,0.4107595109350789,0.4107595109350789,6
Red-flanked Bluetail,Winter,humidity,2.0,February,-0.7929724507591862,0.7929724507591862,5
Red-flanked Bluetail,Winter,prcp,2.0,February,-0.6184001818040434,0.6184001818040434,5
Red-throated Thrush,Winter,temperature,1.0,January,0.23231745481996743,0.23231745481996743,9
Red-throated Thrush,Winter,humidity,1.0,January,0.4435942262669833,0.4435942262669833,9
Red-throated Thrush,Winter,prcp,2.0,February,-0.7054735178206898,0.7054735178206898,9
Redpoll,Winter,temperature,12.0,December,0.4191759190219423,0.4191759190219423,5
Redpoll,Winter,humidity,12.0,December,0.8625467195183866,0.8625467195183866,5
Redpoll,Winter,prcp,12.0,December,0.5880496573126738,0.5880496573126738,5
Redwing,Winter,temperature,,,,,0
Redwing,Winter,humidity,,,,,0
Redwing,Winter,prcp,,,,,0
Rough-legged Hawk,Winter,temperature,12.0,December,0.6119669915838925,0.6119669915838925,7
Rough-legged Hawk,Winter,humidity,12.0,December,-0.19647642794723663,0.19647642794723663,7
Rough-legged Hawk,Winter,prcp,12.0,December,-0.20542413641421758,0.20542413641421758,7
Rufous-backed Bunting,Winter,temperature,,,,,0
Rufous-backed Bunting,Winter,humidity,,,,,0
Rufous-backed Bunting,Winter,prcp,,,,,0
Rustic Bunting,Winter,temperature,2.0,February,0.30303473618006205,0.30303473618006205,8
Rustic Bunting,Winter,humidity,12.0,December,0.3954181518095787,0.3954181518095787,9
Rustic Bunting,Winter,prcp,12.0,December,0.6024630969461159,0.6024630969461159,9
Scaly-sided Merganser,Winter,temperature,,,,,0
Scaly-sided Merganser,Winter,humidity,,,,,0
Scaly-sided Merganser,Winter,prcp,,,,,0
Short-eared Owl,Winter,temperature,1.0,January,0.34162187782888076,0.34162187782888076,5
Short-eared Owl,Winter,humidity,2.0,February,0.4847745266698257,0.4847745266698257,6
Short-eared Owl,Winter,prcp,2.0,February,0.012871291069839889,0.012871291069839889,6
Siberian Accentor,Winter,temperature,1.0,January,-0.2744771635749404,0.2744771635749404,9
Siberian Accentor,Winter,humidity,2.0,February,0.2925136544774483,0.2925136544774483,9
Siberian Accentor,Winter,prcp,1.0,January,0.21574152905547783,0.21574152905547783,9
Smew,Winter,temperature,2.0,February,0.2237747985470118,0.2237747985470118,9
Smew,Winter,humidity,1.0,January,0.6499081735756539,0.6499081735756539,9
Smew,Winter,prcp,2.0,February,0.4336538196235916,0.4336538196235916,9
Solitary Snipe,Winter,temperature,,,,,0
Solitary Snipe,Winter,humidity,,,,,0
Solitary Snipe,Winter,prcp,,,,,0
Tufted Duck,Winter,temperature,1.0,January,0.3067686843731523,0.3067686843731523,9
Tufted Duck,Winter,humidity,2.0,February,-0.608638213155835,0.608638213155835,9
Tufted Duck,Winter,prcp,1.0,January,-0.6652178472449093,0.6652178472449093,9
Turdus sp.,Winter,temperature,,,,,0
Turdus sp.,Winter,humidity,,,,,0
Turdus sp.,Winter,prcp,,,,,0
Upland Buzzard,Winter,temperature,2.0,February,0.4982842964324872,0.4982842964324872,6
Upland Buzzard,Winter,humidity,2.0,February,0.5130780055420765,0.5130780055420765,6
Upland Buzzard,Winter,prcp,2.0,February,0.5326286264399807,0.5326286264399807,6
Wallcreeper,Winter,temperature,2.0,February,0.18173388296772316,0.18173388296772316,8
Wallcreeper,Winter,humidity,1.0,January,-0.6669248184334824,0.6669248184334824,8
Wallcreeper,Winter,prcp,2.0,February,-0.5953329292580485,0.5953329292580485,8
Water Pipit,Winter,temperature,12.0,December,-0.4033203671435219,0.4033203671435219,9
Water Pipit,Winter,humidity,12.0,December,-0.5314407114746788,0.5314407114746788,9
Water Pipit,Winter,prcp,2.0,February,0.47182690971159086,0.47182690971159086,9
Water Rail,Winter,temperature,2.0,February,-0.46925917786966737,0.46925917786966737,6
Water Rail,Winter,humidity,2.0,February,-0.4530992726393436,0.4530992726393436,6
Water Rail,Winter,prcp,1.0,January,0.7884182230407122,0.7884182230407122,6
White-capped Redstart,Winter,temperature,1.0,January,-0.2656057411301086,0.2656057411301086,7
White-capped Redstart,Winter,humidity,1.0,January,-0.20689821011133852,0.20689821011133852,7
White-capped Redstart,Winter,prcp,1.0,January,0.8720763392675548,0.8720763392675548,7
White-crowned Penduline-Tit,Winter,temperature,,,,,0
White-crowned Penduline-Tit,Winter,humidity,,,,,0
White-crowned Penduline-Tit,Winter,prcp,,,,,0
White-tailed Eagle,Winter,temperature,12.0,December,0.7683821935847731,0.7683821935847731,8
White-tailed Eagle,Winter,humidity,1.0,January,0.4499914355068648,0.4499914355068648,9
White-tailed Eagle,Winter,prcp,2.0,February,0.4139492962560163,0.4139492962560163,9
White-winged Redstart,Winter,temperature,1.0,January,-0.6734860491341402,0.6734860491341402,9
White-winged Redstart,Winter,humidity,1.0,January,-0.35407579160921887,0.35407579160921887,9
White-winged Redstart,Winter,prcp,1.0,January,0.4519644314714792,0.4519644314714792,9
Whooper Swan,Winter,temperature,12.0,December,0.7753299014469054,0.7753299014469054,9
Whooper Swan,Winter,humidity,12.0,December,0.2274702878596391,0.2274702878596391,9
Whooper Swan,Winter,prcp,1.0,January,-0.21618064374123955,0.21618064374123955,9
Yellowhammer,Winter,temperature,,,,,0
Yellowhammer,Winter,humidity,,,,,0
Yellowhammer,Winter,prcp,,,,,0
crow sp.,Winter,temperature,2.0,February,-0.22013351611278764,0.22013351611278764,6
crow sp.,Winter,humidity,12.0,December,-0.4265294134225665,0.4265294134225665,7
crow sp.,Winter,prcp,12.0,December,-0.29193064858412604,0.29193064858412604,7
rosefinch sp.,Winter,temperature,,,,,0
rosefinch sp.,Winter,humidity,,,,,0
rosefinch sp.,Winter,prcp,,,,,0
shrike sp.,Winter,temperature,,,,,0
shrike sp.,Winter,humidity,,,,,0
shrike sp.,Winter,prcp,,,,,0
